Date,Label,Orientation,Bud type,Diameter,centrale_present
2024-05-10,25,west,apical annual,9.9,x
2024-05-10,26,west,lateral annual,10.8,x
2024-05-10,26,west,lateral annual,10.8,x
2024-05-10,26,west,lateral annual,4.6,x
2024-05-10,26,west,lateral annual,9.6,x
2024-05-10,26,west,lateral annual,9.4,x
2024-05-10,27,west,pluriennial,14.7,x
2024-05-10,27,west,pluriennial,15.3,x
2024-05-10,27,west,pluriennial,11,x
2024-05-10,27,west,pluriennial,21.3,x
2024-05-10,27,west,pluriennial,13.4,x
2024-05-10,27,west,pluriennial,15.7,x
2024-05-10,28,west,apical annual,24.5,x
2024-05-10,28,west,apical annual,20.6,x
2024-05-10,28,west,apical annual,14.4,x
2024-05-10,28,west,apical annual,9.4,x
2024-05-10,28,west,apical annual,21.4,x
2024-05-10,28,west,apical annual,11.7,x
2024-05-10,29,west,lateral annual,11.7,x
2024-05-10,29,west,lateral annual,8.4,x
2024-05-10,29,west,lateral annual,5.4,x
2024-05-10,29,west,lateral annual,5.5,x
2024-05-10,29,west,lateral annual,7,x
2024-05-10,30,west,pluriennial,17,x
2024-05-10,30,west,pluriennial,15.8,x
2024-05-10,30,west,pluriennial,13.6,x
2024-05-10,30,west,pluriennial,22.5,x
2024-05-10,30,west,pluriennial,12.7,x
2024-05-10,30,west,pluriennial,12.6,x
2024-05-10,101,west,pluriennial,14.8,x
2024-05-10,101,west,pluriennial,21.3,x
2024-05-10,101,west,pluriennial,16.5,x
2024-05-10,101,west,pluriennial,22.8,x
2024-05-10,101,west,pluriennial,19.9,x
2024-05-10,102,west,pluriennial,19.5,x
2024-05-10,102,west,pluriennial,18.8,x
2024-05-10,102,west,pluriennial,19.3,x
2024-05-10,102,west,pluriennial,19.3,x
2024-05-10,102,west,pluriennial,12.9,x
2024-05-10,103,west,pluriennial,16.9,x
2024-05-10,103,west,pluriennial,13.8,x
2024-05-10,103,west,pluriennial,14.1,x
2024-05-10,103,west,pluriennial,13.3,x
2024-05-10,103,west,pluriennial,20.7,x
2024-05-10,104,west,pluriennial,22.8,x
2024-05-10,104,west,pluriennial,17.1,x
2024-05-10,104,west,pluriennial,16.6,x
2024-05-10,104,west,pluriennial,15.8,x
2024-05-10,104,west,pluriennial,19.1,x
2024-05-10,105,west,pluriennial,13.2,x
2024-05-10,105,west,pluriennial,13.1,x
2024-05-10,105,west,pluriennial,10.7,x
2024-05-10,105,west,pluriennial,11.9,x
2024-05-10,105,west,pluriennial,13.6,x
2024-05-14,1,east,apical annual,14.8,x
2024-05-14,1,east,apical annual,15.7,x
2024-05-14,1,east,apical annual,15.2,x
2024-05-14,1,east,apical annual,17,x
2024-05-14,1,east,apical annual,14.7,x
2024-05-14,1,east,apical annual,18.5,x
2024-05-14,2,east,lateral annual,18.8,x
2024-05-14,2,east,lateral annual,5.8,x
2024-05-14,2,east,lateral annual,7.8,x
2024-05-14,2,east,lateral annual,7.1,x
2024-05-14,2,east,lateral annual,7.1,x
2024-05-14,3,east,pluriennial,25.5,x
2024-05-14,3,east,pluriennial,21.6,x
2024-05-14,3,east,pluriennial,22.8,x
2024-05-14,3,east,pluriennial,17.1,x
2024-05-14,4,east,apical annual,10.9,
2024-05-14,4,east,apical annual,14.8,
2024-05-14,4,east,apical annual,14.1,
2024-05-14,5,east,lateral annual,13.2,x
2024-05-14,5,east,lateral annual,12.5,x
2024-05-14,5,east,lateral annual,10.4,x
2024-05-14,5,east,lateral annual,10.8,x
2024-05-14,5,east,lateral annual,10.6,x
2024-05-14,6,east,pluriennial,16.5,x
2024-05-14,6,east,pluriennial,14.5,x
2024-05-14,6,east,pluriennial,13.3,x
2024-05-14,6,east,pluriennial,14.2,x
2024-05-14,7,east,apical annual,16.7,x
2024-05-14,7,east,apical annual,25.5,x
2024-05-14,7,east,apical annual,25.3,x
2024-05-14,7,east,apical annual,17.2,x
2024-05-14,7,east,apical annual,14.4,x
2024-05-14,7,east,apical annual,16.6,x
2024-05-14,8,east,lateral annual,12,x
2024-05-14,8,east,lateral annual,8.3,x
2024-05-14,8,east,lateral annual,9.6,x
2024-05-14,9,east,pluriennial,27.5,x
2024-05-14,9,east,pluriennial,18.2,x
2024-05-14,9,east,pluriennial,13.7,x
2024-05-14,9,east,pluriennial,9.5,x
2024-05-14,10,east,apical annual,13.3,
2024-05-14,10,east,apical annual,13.3,
2024-05-14,10,east,apical annual,12.4,
2024-05-14,11,east,lateral annual,10.4,x
2024-05-14,11,east,lateral annual,15.7,x
2024-05-14,11,east,lateral annual,12.7,x
2024-05-14,11,east,lateral annual,13.1,x
2024-05-14,12,east,pluriennial,15,x
2024-05-14,12,east,pluriennial,17.2,x
2024-05-14,12,east,pluriennial,17,x
2024-05-14,12,east,pluriennial,17.6,x
2024-05-14,13,east,apical annual,14.8,x
2024-05-14,13,east,apical annual,13.5,x
2024-05-14,13,east,apical annual,13.3,x
2024-05-14,13,east,apical annual,13.7,x
2024-05-14,13,east,apical annual,11.1,x
2024-05-14,13,east,apical annual,14.1,x
2024-05-14,14,east,lateral annual,10.8,x
2024-05-14,14,east,lateral annual,8.3,x
2024-05-14,15,east,pluriennial,23.9,x
2024-05-14,15,east,pluriennial,23,x
2024-05-14,15,east,pluriennial,12.6,x
2024-05-14,15,east,pluriennial,9.7,x
2024-05-14,15,east,pluriennial,10,x
2024-05-14,16,west,apical annual,18.4,x
2024-05-14,16,west,apical annual,14.1,x
2024-05-14,16,west,apical annual,25.2,x
2024-05-14,16,west,apical annual,16.2,x
2024-05-14,16,west,apical annual,25.1,x
2024-05-14,16,west,apical annual,26,x
2024-05-14,17,west,lateral annual,9.5,
2024-05-14,17,west,lateral annual,9.1,
2024-05-14,17,west,lateral annual,8.8,
2024-05-14,18,west,pluriennial,26.1,x
2024-05-14,18,west,pluriennial,16.4,x
2024-05-14,18,west,pluriennial,13.7,x
2024-05-14,18,west,pluriennial,6.7,x
2024-05-14,19,west,apical annual,19.1,
2024-05-14,19,west,apical annual,17,
2024-05-14,19,west,apical annual,17.7,
2024-05-14,19,west,apical annual,18.8,
2024-05-14,20,west,lateral annual,10.8,x
2024-05-14,20,west,lateral annual,10.6,x
2024-05-14,20,west,lateral annual,8.7,x
2024-05-14,20,west,lateral annual,6.3,x
2024-05-14,21,west,pluriennial,18.4,x
2024-05-14,21,west,pluriennial,17.3,x
2024-05-14,21,west,pluriennial,14.9,x
2024-05-14,21,west,pluriennial,16.6,x
2024-05-14,21,west,pluriennial,15.6,x
2024-05-14,22,west,apical annual,28.5,x
2024-05-14,22,west,apical annual,17.4,x
2024-05-14,22,west,apical annual,17.2,x
2024-05-14,22,west,apical annual,16,x
2024-05-14,22,west,apical annual,13.2,x
2024-05-14,23,west,lateral annual,8.1,x
2024-05-14,23,west,lateral annual,6.8,x
2024-05-14,23,west,lateral annual,6.3,x
2024-05-14,23,west,lateral annual,3.3,x
2024-05-14,24,west,pluriennial,28.8,x
2024-05-14,24,west,pluriennial,15.7,x
2024-05-14,24,west,pluriennial,15.7,x
2024-05-14,24,west,pluriennial,14.2,x
2024-05-14,25,west,apical annual,17.4,x
2024-05-14,25,west,apical annual,17.6,x
2024-05-14,25,west,apical annual,17,x
2024-05-14,25,west,apical annual,15.8,x
2024-05-14,25,west,apical annual,16.3,x
2024-05-14,25,west,apical annual,10.1,x
2024-05-14,26,west,lateral annual,11.3,x
2024-05-14,26,west,lateral annual,11.1,x
2024-05-14,26,west,lateral annual,9.6,x
2024-05-14,26,west,lateral annual,9.3,x
2024-05-14,27,west,pluriennial,14.5,x
2024-05-14,27,west,pluriennial,14.5,x
2024-05-14,27,west,pluriennial,15.4,x
2024-05-14,27,west,pluriennial,13.5,x
2024-05-14,27,west,pluriennial,25.8,x
2024-05-14,27,west,pluriennial,10.9,x
2024-05-14,28,west,apical annual,27.9,x
2024-05-14,28,west,apical annual,24.4,x
2024-05-14,28,west,apical annual,14.6,x
2024-05-14,28,west,apical annual,11.7,x
2024-05-14,28,west,apical annual,25.7,x
2024-05-14,28,west,apical annual,10.3,x
2024-05-14,29,west,lateral annual,23.2,x
2024-05-14,29,west,lateral annual,7.1,x
2024-05-14,29,west,lateral annual,8.5,x
2024-05-14,29,west,lateral annual,5.1,x
2024-05-14,29,west,lateral annual,6.6,x
2024-05-14,30,west,pluriennial,16.8,x
2024-05-14,30,west,pluriennial,15.9,x
2024-05-14,30,west,pluriennial,13.8,x
2024-05-14,30,west,pluriennial,13.4,x
2024-05-14,30,west,pluriennial,12.3,x
2024-05-14,30,west,pluriennial,28.6,x
2024-05-14,101,west,pluriennial,15.5,x
2024-05-14,101,west,pluriennial,25.4,x
2024-05-14,101,west,pluriennial,16.1,x
2024-05-14,101,west,pluriennial,27.1,x
2024-05-14,101,west,pluriennial,24.3,x
2024-05-14,102,west,pluriennial,24.1,x
2024-05-14,102,west,pluriennial,23.4,x
2024-05-14,102,west,pluriennial,23.1,x
2024-05-14,102,west,pluriennial,23.8,x
2024-05-14,102,west,pluriennial,13.3,x
2024-05-14,103,west,pluriennial,16.6,x
2024-05-14,103,west,pluriennial,13.6,x
2024-05-14,103,west,pluriennial,14.2,x
2024-05-14,103,west,pluriennial,13.3,x
2024-05-14,103,west,pluriennial,24.9,x
2024-05-14,104,west,pluriennial,27.8,x
2024-05-14,104,west,pluriennial,16.7,x
2024-05-14,104,west,pluriennial,16.6,x
2024-05-14,104,west,pluriennial,16,x
2024-05-14,104,west,pluriennial,19.3,x
2024-05-14,105,west,pluriennial,13.1,x
2024-05-14,105,west,pluriennial,12.8,x
2024-05-14,105,west,pluriennial,10.5,x
2024-05-14,105,west,pluriennial,12.9,x
2024-05-14,105,west,pluriennial,14.6,x
2024-05-20,1,east,apical annual,15.2,
2024-05-20,1,east,apical annual,17.1,
2024-05-20,1,east,apical annual,18.7,
2024-05-20,2,east,lateral annual,23.6,x
2024-05-20,2,east,lateral annual,6.8,x
2024-05-20,2,east,lateral annual,6.9,x
2024-05-20,2,east,lateral annual,6.5,x
2024-05-20,3,east,pluriennial,27.5,x
2024-05-20,3,east,pluriennial,24.7,x
2024-05-20,3,east,pluriennial,24.5,x
2024-05-20,3,east,pluriennial,18.1,x
2024-05-20,4,east,apical annual,15.1,
2024-05-20,4,east,apical annual,13.4,
2024-05-20,5,east,lateral annual,13.6,x
2024-05-20,5,east,lateral annual,12.6,x
2024-05-20,5,east,lateral annual,9.9,x
2024-05-20,5,east,lateral annual,10,x
2024-05-20,5,east,lateral annual,10.1,x
2024-05-20,6,east,pluriennial,16.6,x
2024-05-20,6,east,pluriennial,14.8,x
2024-05-20,6,east,pluriennial,13.4,x
2024-05-20,7,east,apical annual,16.1,x
2024-05-20,7,east,apical annual,31.7,x
2024-05-20,7,east,apical annual,31.5,x
2024-05-20,7,east,apical annual,15.2,x
2024-05-20,8,east,lateral annual,9.2,
2024-05-20,9,east,pluriennial,32.1,x
2024-05-20,9,east,pluriennial,12.8,x
2024-05-20,9,east,pluriennial,17.8,x
2024-05-20,10,east,apical annual,12.7,
2024-05-20,11,east,lateral annual,15.6,
2024-05-20,11,east,lateral annual,13.8,
2024-05-20,12,east,pluriennial,14.8,x
2024-05-20,12,east,pluriennial,16.5,x
2024-05-20,12,east,pluriennial,15.2,x
2024-05-20,12,east,pluriennial,17.2,x
2024-05-20,13,east,apical annual,14.9,x
2024-05-20,13,east,apical annual,13.1,x
2024-05-20,13,east,apical annual,13.3,x
2024-05-20,13,east,apical annual,13.9,x
2024-05-20,14,east,lateral annual,,
2024-05-20,15,east,pluriennial,29,x
2024-05-20,15,east,pluriennial,26.8,x
2024-05-20,15,east,pluriennial,12.6,x
2024-05-20,15,east,pluriennial,9.1,x
2024-05-20,15,east,pluriennial,9.4,x
2024-05-20,16,west,apical annual,26.7,
2024-05-20,16,west,apical annual,30.2,
2024-05-20,16,west,apical annual,30.2,
2024-05-20,17,west,lateral annual,,
2024-05-20,18,west,pluriennial,31.1,x
2024-05-20,18,west,pluriennial,15.5,x
2024-05-20,18,west,pluriennial,16.1,x
2024-05-20,18,west,pluriennial,13.5,x
2024-05-20,19,west,apical annual,16.6,
2024-05-20,19,west,apical annual,19.3,
2024-05-20,19,west,apical annual,18.3,
2024-05-20,19,west,apical annual,17.3,
2024-05-20,20,west,lateral annual,10,x
2024-05-20,20,west,lateral annual,10.8,x
2024-05-20,20,west,lateral annual,7.9,x
2024-05-20,20,west,lateral annual,5.4,x
2024-05-20,21,west,pluriennial,18.3,x
2024-05-20,21,west,pluriennial,16.8,x
2024-05-20,21,west,pluriennial,16.3,x
2024-05-20,21,west,pluriennial,14.5,x
2024-05-20,21,west,pluriennial,16.2,x
2024-05-20,22,west,apical annual,34.6,x
2024-05-20,22,west,apical annual,16.8,x
2024-05-20,22,west,apical annual,33.4,x
2024-05-20,22,west,apical annual,13,x
2024-05-20,22,west,apical annual,15.6,x
2024-05-20,23,west,lateral annual,5.9,
2024-05-20,23,west,lateral annual,2.7,
2024-05-20,24,west,pluriennial,33.7,x
2024-05-20,24,west,pluriennial,15.4,x
2024-05-20,24,west,pluriennial,15,x
2024-05-20,24,west,pluriennial,14.4,x
2024-05-20,25,west,apical annual,17.9,x
2024-05-20,25,west,apical annual,16.9,x
2024-05-20,25,west,apical annual,16.6,x
2024-05-20,25,west,apical annual,16,x
2024-05-20,25,west,apical annual,16,x
2024-05-20,26,west,lateral annual,8.9,
2024-05-20,27,west,pluriennial,14.1,x
2024-05-20,27,west,pluriennial,15.1,x
2024-05-20,27,west,pluriennial,14.1,x
2024-05-20,27,west,pluriennial,13.1,x
2024-05-20,27,west,pluriennial,30.7,x
2024-05-20,28,west,apical annual,32.2,x
2024-05-20,28,west,apical annual,23.4,x
2024-05-20,28,west,apical annual,29.8,x
2024-05-20,28,west,apical annual,14.7,x
2024-05-20,28,west,apical annual,10.7,x
2024-05-20,29,west,lateral annual,29.3,x
2024-05-20,29,west,lateral annual,6,x
2024-05-20,29,west,lateral annual,7.9,x
2024-05-20,29,west,lateral annual,4.5,x
2024-05-20,29,west,lateral annual,5.8,x
2024-05-20,30,west,pluriennial,16.7,x
2024-05-20,30,west,pluriennial,15.8,x
2024-05-20,30,west,pluriennial,13.6,x
2024-05-20,30,west,pluriennial,11.8,x
2024-05-20,30,west,pluriennial,35.8,x
2024-05-20,101,west,pluriennial,15.4,x
2024-05-20,101,west,pluriennial,30.8,x
2024-05-20,101,west,pluriennial,16.3,x
2024-05-20,101,west,pluriennial,32.2,x
2024-05-20,101,west,pluriennial,29.3,x
2024-05-20,102,west,pluriennial,29.1,x
2024-05-20,102,west,pluriennial,28.7,x
2024-05-20,102,west,pluriennial,28.8,x
2024-05-20,102,west,pluriennial,28.7,x
2024-05-20,102,west,pluriennial,,x
2024-05-20,103,west,pluriennial,,
2024-05-20,103,west,pluriennial,,
2024-05-20,103,west,pluriennial,,
2024-05-20,103,west,pluriennial,15.3,
2024-05-20,103,west,pluriennial,30,
2024-05-20,104,west,pluriennial,33.2,x
2024-05-20,104,west,pluriennial,16.3,x
2024-05-20,104,west,pluriennial,16.6,x
2024-05-20,104,west,pluriennial,16.3,x
2024-05-20,104,west,pluriennial,18.6,x
2024-05-20,105,west,pluriennial,12.7,x
2024-05-20,105,west,pluriennial,12.6,x
2024-05-20,105,west,pluriennial,,x
2024-05-20,105,west,pluriennial,,x
2024-05-20,105,west,pluriennial,,x
2024-05-29,1,east,apical annual,14.4,
2024-05-29,1,east,apical annual,17.6,
2024-05-29,2,east,lateral annual,29.3,x
2024-05-29,2,east,lateral annual,5.9,x
2024-05-29,2,east,lateral annual,6.1,x
2024-05-29,2,east,lateral annual,5.2,x
2024-05-29,3,east,pluriennial,31.2,x
2024-05-29,3,east,pluriennial,27.5,x
2024-05-29,3,east,pluriennial,30.4,x
2024-05-29,3,east,pluriennial,17.8,x
2024-05-29,4,east,apical annual,12.6,
2024-05-29,5,east,lateral annual,10.1,x
2024-05-29,5,east,lateral annual,10.2,x
2024-05-29,5,east,lateral annual,6.9,x
2024-05-29,5,east,lateral annual,7.8,x
2024-05-29,5,east,lateral annual,8.8,x
2024-05-29,6,east,pluriennial,15.4,x
2024-05-29,6,east,pluriennial,12.1,x
2024-05-29,6,east,pluriennial,13,x
2024-05-29,7,east,apical annual,39.4,
2024-05-29,7,east,apical annual,40.5,
2024-05-29,7,east,apical annual,14.2,
2024-05-29,8,east,lateral annual,7.6,
2024-05-29,9,east,pluriennial,40.3,x
2024-05-29,9,east,pluriennial,11.4,x
2024-05-29,9,east,pluriennial,18.6,x
2024-05-29,10,east,apical annual,10,
2024-05-29,11,east,lateral annual,14.6,
2024-05-29,11,east,lateral annual,11.6,
2024-05-29,12,east,pluriennial,16.2,
2024-05-29,13,east,apical annual,,
2024-05-29,14,east,lateral annual,,
2024-05-29,15,east,pluriennial,38.2,x
2024-05-29,15,east,pluriennial,35.7,x
2024-05-29,15,east,pluriennial,10.5,x
2024-05-29,16,west,apical annual,29.9,
2024-05-29,16,west,apical annual,37.4,
2024-05-29,16,west,apical annual,35.2,
2024-05-29,17,west,lateral annual,,
2024-05-29,18,west,pluriennial,36.3,x
2024-05-29,18,west,pluriennial,15.2,x
2024-05-29,18,west,pluriennial,12.9,x
2024-05-29,18,west,pluriennial,14.1,x
2024-05-29,19,west,apical annual,19.4,
2024-05-29,19,west,apical annual,15.7,
2024-05-29,19,west,apical annual,19,
2024-05-29,20,west,lateral annual,7.8,x
2024-05-29,20,west,lateral annual,7.8,x
2024-05-29,20,west,lateral annual,5.8,x
2024-05-29,20,west,lateral annual,3.1,x
2024-05-29,21,west,pluriennial,17.9,x
2024-05-29,21,west,pluriennial,14.7,x
2024-05-29,21,west,pluriennial,16.4,x
2024-05-29,21,west,pluriennial,12.4,x
2024-05-29,21,west,pluriennial,15.9,x
2024-05-29,22,west,apical annual,9.7,x
2024-05-29,22,west,apical annual,41.6,x
2024-05-29,22,west,apical annual,42.5,x
2024-05-29,23,west,lateral annual,,
2024-05-29,24,west,pluriennial,39.1,x
2024-05-29,24,west,pluriennial,14.4,x
2024-05-29,24,west,pluriennial,12.9,x
2024-05-29,25,west,apical annual,17.4,x
2024-05-29,25,west,apical annual,16.9,x
2024-05-29,25,west,apical annual,16.2,x
2024-05-29,25,west,apical annual,15.9,x
2024-05-29,26,west,lateral annual,6,
2024-05-29,27,west,pluriennial,12,x
2024-05-29,27,west,pluriennial,12.2,x
2024-05-29,27,west,pluriennial,13.8,x
2024-05-29,27,west,pluriennial,10.3,x
2024-05-29,27,west,pluriennial,40.1,x
2024-05-29,28,west,apical annual,37.4,x
2024-05-29,28,west,apical annual,24.2,x
2024-05-29,28,west,apical annual,36,x
2024-05-29,28,west,apical annual,8.4,x
2024-05-29,28,west,apical annual,12.8,x
2024-05-29,29,west,lateral annual,35.5,x
2024-05-29,29,west,lateral annual,4.4,x
2024-05-29,29,west,lateral annual,5.6,x
2024-05-29,29,west,lateral annual,3.3,x
2024-05-29,30,west,pluriennial,16.5,x
2024-05-29,30,west,pluriennial,14.2,x
2024-05-29,30,west,pluriennial,10.6,x
2024-05-29,30,west,pluriennial,9,x
2024-05-29,30,west,pluriennial,43.6,x
2024-05-29,101,west,pluriennial,14.7,x
2024-05-29,101,west,pluriennial,37.9,x
2024-05-29,101,west,pluriennial,15.8,x
2024-05-29,101,west,pluriennial,39.6,x
2024-05-29,101,west,pluriennial,36.6,x
2024-05-29,102,west,pluriennial,37.5,x
2024-05-29,102,west,pluriennial,37,x
2024-05-29,102,west,pluriennial,37.7,x
2024-05-29,102,west,pluriennial,35.9,x
2024-05-29,102,west,pluriennial,,x
2024-05-29,103,west,pluriennial,,
2024-05-29,103,west,pluriennial,,
2024-05-29,103,west,pluriennial,,
2024-05-29,103,west,pluriennial,,
2024-05-29,103,west,pluriennial,39.3,
2024-05-29,104,west,pluriennial,41.4,x
2024-05-29,104,west,pluriennial,18.5,x
2024-05-29,104,west,pluriennial,17.9,x
2024-05-29,104,west,pluriennial,14.4,x
2024-05-29,104,west,pluriennial,18.8,x
2024-05-29,105,west,pluriennial,10.7,x
2024-05-29,105,west,pluriennial,10.7,x
2024-05-29,105,west,pluriennial,,x
2024-05-29,105,west,pluriennial,,x
2024-05-29,105,west,pluriennial,,x
